@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 {0,1,2}

@data
996,'2018/08/22 10:57:03:984',6,-7171438,-6974059,-7039852,-7105645,-6974059,-7039852,-7105645,-6974059,-6908266,-6974059,-7039852,-6842473,-6908266,-6974059,-6908266,-6974059,-7039852,-6908266,-6974059,-7039852,-7105645,-6974059,-7039852,-7039852,-6842473,-6908266,-7105645,-6974059,-7039852,-7105645,-7105645,-7039852,-7171438,-6974059,-6579301,-6579301,-6974059,-7039852,-6974059,-7039852,-6974059,-7039852,-7171438,-6908266,-6316129,-6250336,-6710887,-6974059,-6908266,-6974059,-7039852,-7105645,-7237231,-7039852,-6513508,-6447715,-6842473,-7039852,-6908266,-6974059,-7039852,-7039852,-7303024,-7303024,-7039852,-7039852,-7237231,-7171438,-7039852,-7105645,-6974059,-6908266,-7171438,-7434610,-7368817,-7434610,-7434610,-7171438,-7237231,-7303024,-7237231,-7237231,-7237231,-7237231,-7303024,-7303024,-7303024,-7303024,-7039852,-7039852,-7237231,-7237231,-7237231,-7237231,-7303024,-7303024,-7303024,-7303024,-7105645,-7105645,2
997,'2018/08/22 10:57:04:001',6,-3223858,-3223858,-3026479,-2763307,-2960686,-3421237,-2368549,-3421237,-3223858,-3289651,-2960686,-3289651,-3223858,-2565928,-3158065,-3487030,-3026479,-3289651,-3223858,-3289651,-3158065,-3684409,-3618616,-3026479,-3881788,-3947581,-4144960,-3487030,-3487030,-3421237,-3158065,-3487030,-3355444,-3947581,-4737097,-4539718,-5066062,-4079167,-3684409,-3552823,-3355444,-3289651,-3289651,-5658199,-6316129,-6250336,-6710887,-6118750,-3618616,-3552823,-3618616,-3355444,-3684409,-6776680,-7500403,-7829368,-8289919,-7566196,-3684409,-3618616,-3552823,-3158065,-3881788,-6052957,-6776680,-7303024,-7631989,-6118750,-3684409,-3684409,-3815995,-3355444,-4276546,-5066062,-5723992,-6250336,-6447715,-4079167,-3487030,-3618616,-3684409,-3684409,-3684409,-4079167,-4671304,-4671304,-4276546,-4210753,-3750202,-3750202,-3750202,-3815995,-3750202,-3881788,-4144960,-3947581,-3684409,-3750202,-3881788,-3881788,2
998,'2018/08/22 10:57:04:017',6,-3158065,-3487030,-3618616,-3092272,-3552823,-3158065,-3421237,-3289651,-3421237,-3421237,-3618616,-3552823,-3487030,-3158065,-3684409,-3487030,-3223858,-3487030,-3684409,-3618616,-3355444,-3158065,-3158065,-3815995,-4210753,-4408132,-3947581,-4079167,-3684409,-3618616,-3618616,-3552823,-3421237,-5460820,-5263441,-5526613,-5131855,-3618616,-3618616,-3552823,-3815995,-3750202,-3552823,-6974059,-6908266,-7566196,-7368817,-3618616,-3750202,-3684409,-3750202,-3684409,-3355444,-7171438,-7895161,-8882056,-8553091,-4144960,-3881788,-3815995,-4079167,-4210753,-3815995,-6118750,-6842473,-7368817,-6579301,-3947581,-3947581,-3881788,-3618616,-4079167,-4079167,-4802890,-5329234,-5395027,-4342339,-4144960,-4013374,-3947581,-4276546,-4013374,-4013374,-4144960,-4013374,-4013374,-4144960,-4013374,-4144960,-4144960,-4276546,-4013374,-4079167,-4210753,-4079167,-4013374,-4144960,-4013374,-4144960,-4144960,2
999,'2018/08/22 10:57:04:034',6,-3947581,-3223858,-3815995,-3947581,-3355444,-3881788,-3355444,-3750202,-3618616,-3552823,-3552823,-3289651,-3487030,-3618616,-3355444,-4276546,-3947581,-3552823,-3684409,-3684409,-3881788,-3750202,-3552823,-4210753,-4079167,-4671304,-4737097,-4079167,-3815995,-3750202,-3947581,-3684409,-3487030,-5329234,-5526613,-5460820,-5789785,-5329234,-4079167,-3947581,-3881788,-3881788,-4013374,-6776680,-7829368,-7960954,-8092540,-6908266,-4342339,-4210753,-4079167,-4408132,-4605511,-7171438,-8816263,-9671572,-9145228,-6908266,-4276546,-4210753,-4013374,-4276546,-4408132,-6052957,-7105645,-8026747,-7368817,-5263441,-4210753,-4144960,-4342339,-4210753,-4210753,-5263441,-5395027,-5855578,-5592406,-4605511,-4276546,-4276546,-4408132,-4408132,-4408132,-4473925,-4473925,-4342339,-4408132,-4539718,-4473925,-4473925,-4473925,-4408132,-4408132,-4473925,-4408132,-4342339,-4408132,-4539718,-4473925,-4473925,2
1000,'2018/08/22 10:57:04:050',6,-4079167,-3881788,-3947581,-4342339,-3750202,-3815995,-3618616,-4144960,-3881788,-3750202,-3815995,-4144960,-3947581,-3947581,-4013374,-4539718,-3947581,-3881788,-4144960,-4079167,-3947581,-4408132,-4144960,-4539718,-4934476,-5460820,-4868683,-4539718,-4013374,-4079167,-4144960,-4013374,-4342339,-5789785,-6118750,-6513508,-6250336,-5723992,-4473925,-4473925,-4605511,-4079167,-4934476,-7500403,-7895161,-8750470,-8684677,-6908266,-4342339,-4144960,-4737097,-4473925,-5329234,-7960954,-8750470,-10132123,-9934744,-6908266,-4802890,-4605511,-4276546,-4539718,-4737097,-6579301,-7303024,-8289919,-8026747,-5658199,-4473925,-4408132,-4473925,-4934476,-4408132,-5658199,-5987164,-5921371,-5855578,-5131855,-4408132,-4539718,-4868683,-4737097,-4671304,-4802890,-4868683,-4868683,-4802890,-4802890,-4539718,-4473925,-4934476,-4802890,-4737097,-4802890,-4868683,-4802890,-4737097,-4737097,-4802890,-4737097,2
1001,'2018/08/22 10:57:04:067',6,-4079167,-4671304,-4276546,-4342339,-3947581,-4079167,-4210753,-4276546,-4210753,-4276546,-4079167,-4605511,-4013374,-4408132,-4605511,-4671304,-4342339,-4276546,-4408132,-4473925,-4408132,-4737097,-4276546,-5000269,-5395027,-5460820,-5000269,-4934476,-4539718,-4539718,-4473925,-4408132,-4737097,-6118750,-6184543,-6447715,-6381922,-5723992,-4605511,-4539718,-4802890,-4408132,-5921371,-8355712,-8224126,-8947849,-8947849,-7039852,-4737097,-4737097,-5066062,-4605511,-6645094,-9671572,-9868951,-10724260,-10329502,-7434610,-4737097,-4737097,-4737097,-4671304,-5987164,-8224126,-8421505,-9211021,-8684677,-6184543,-4671304,-4671304,-4802890,-5131855,-5526613,-6513508,-6381922,-6974059,-6645094,-5197648,-4802890,-4802890,-4934476,-4934476,-5066062,-5329234,-5526613,-5395027,-5263441,-5263441,-4868683,-4802890,-5000269,-4934476,-4934476,-5066062,-5131855,-5066062,-4934476,-4934476,-5000269,-4934476,2
1002,'2018/08/22 10:57:04:083',6,-4671304,-4671304,-4605511,-4868683,-4737097,-4408132,-4605511,-4408132,-4408132,-4408132,-4276546,-4539718,-4671304,-4671304,-4737097,-4539718,-4473925,-4934476,-4539718,-4539718,-5197648,-4802890,-4473925,-4737097,-5592406,-5723992,-5066062,-4868683,-4671304,-4671304,-4802890,-4934476,-5197648,-6184543,-6447715,-6447715,-6710887,-5987164,-4802890,-4802890,-4737097,-4868683,-5658199,-8224126,-8750470,-8947849,-9803158,-7500403,-4802890,-4802890,-5329234,-4934476,-5723992,-8882056,-10263709,-10790053,-10987432,-7697782,-4868683,-4868683,-4868683,-4934476,-6052957,-7631989,-8224126,-8618884,-8355712,-6776680,-5000269,-5000269,-5263441,-5066062,-5855578,-5855578,-6381922,-6908266,-5789785,-5658199,-5066062,-5066062,-6908266,-6381922,-5987164,-6118750,-6250336,-6184543,-5855578,-5658199,-5329234,-5592406,-13421773,-13092808,-12895429,-13027015,-13092808,-13027015,-12895429,-12829636,-13158601,-13487566,2
1003,'2018/08/22 10:57:04:100',6,-4802890,-4802890,-5000269,-4934476,-4671304,-4802890,-4934476,-4539718,-4868683,-4802890,-5329234,-5000269,-4671304,-4737097,-4934476,-5066062,-5066062,-5000269,-5066062,-5000269,-5131855,-5000269,-5066062,-5526613,-5855578,-5658199,-5395027,-5395027,-5000269,-4934476,-5066062,-5000269,-5921371,-6710887,-6579301,-6645094,-6776680,-6250336,-5131855,-5131855,-5592406,-5526613,-7303024,-8553091,-8158333,-8816263,-9079435,-7434610,-5197648,-5131855,-5329234,-5789785,-8684677,-10921639,-10921639,-11447983,-10855846,-8092540,-5658199,-5592406,-13684945,-12829636,-12895429,-12829636,-12237499,-12829636,-13290187,-12237499,-11184811,-11119018,-12040120,-12105913,-12369085,-12369085,-12171706,-12369085,-12763843,-12961222,-12961222,-12895429,-5460820,-5658199,-5921371,-6908266,-7237231,-7631989,-7039852,-6710887,-7237231,-7303024,-5526613,-5658199,-5592406,-5987164,-5855578,-6052957,-5592406,-5460820,-5789785,-5855578,2
1004,'2018/08/22 10:57:04:117',6,-5395027,-5131855,-5329234,-5460820,-5066062,-4934476,-5197648,-5263441,-5263441,-5197648,-6447715,-6184543,-5723992,-5789785,-6184543,-6052957,-5658199,-5658199,-5592406,-5395027,-13355980,-13553359,-13092808,-12698050,-12763843,-12566464,-12500671,-13092808,-12632257,-12434878,-11447983,-11776948,-12171706,-12105913,-11776948,-11908534,-12434878,-12763843,-12829636,-12632257,-5921371,-5723992,-7368817,-8882056,-9145228,-9737365,-9737365,-8092540,-7171438,-6974059,-5658199,-5460820,-8092540,-10592674,-10987432,-11513776,-10724260,-7697782,-6052957,-5855578,-6052957,-6118750,-8487298,-10461088,-10461088,-10790053,-10066330,-7368817,-5987164,-5855578,-5987164,-5855578,-7105645,-8158333,-8289919,-8816263,-8487298,-6645094,-5921371,-5789785,-5987164,-6184543,-6316129,-6842473,-7434610,-7368817,-6645094,-6184543,-5789785,-5658199,-5921371,-6118750,-6052957,-6250336,-6645094,-6579301,-6118750,-5987164,-5921371,-5789785,2
1005,'2018/08/22 10:57:04:134',6,-5987164,-5658199,-5789785,-5263441,-5395027,-5197648,-4539718,-6052957,-5789785,-5921371,-5789785,-5921371,-5987164,-5658199,-5921371,-6118750,-5658199,-5789785,-5658199,-5723992,-5723992,-5855578,-5987164,-6447715,-6645094,-6776680,-6776680,-5921371,-5723992,-5723992,-5921371,-5723992,-6184543,-7895161,-8026747,-7763575,-8158333,-6776680,-5921371,-5855578,-6052957,-5921371,-6908266,-9539986,-10132123,-10000537,-10000537,-7434610,-5921371,-5789785,-5855578,-6118750,-7434610,-10066330,-11119018,-11513776,-10790053,-7039852,-5921371,-5855578,-5921371,-6052957,-7237231,-9079435,-9671572,-10132123,-9474193,-6250336,-5921371,-5921371,-6381922,-5921371,-6776680,-7895161,-7631989,-7763575,-7631989,-5855578,-5855578,-5921371,-6447715,-6250336,-6184543,-6381922,-6447715,-6250336,-6184543,-6184543,-5723992,-5789785,-7171438,-6842473,-6645094,-6579301,-6381922,-5987164,-5658199,-5658199,-5460820,-5526613,2
1006,'2018/08/22 10:57:04:150',6,-5921371,-6118750,-6250336,-5460820,-5987164,-6447715,-5460820,-5855578,-5789785,-5789785,-5723992,-5789785,-6052957,-5921371,-6316129,-6447715,-5921371,-6118750,-5921371,-5855578,-6250336,-6118750,-6381922,-7171438,-7303024,-7105645,-6974059,-6381922,-5921371,-5855578,-6184543,-6250336,-6842473,-8618884,-9013642,-8882056,-8882056,-6908266,-5987164,-5855578,-5987164,-6447715,-7697782,-10329502,-11184811,-11382190,-11053225,-7829368,-5987164,-5921371,-6447715,-6908266,-8421505,-10855846,-11579569,-11711155,-10921639,-7237231,-5987164,-5921371,-6974059,-6908266,-8026747,-9737365,-9803158,-9803158,-9079435,-6184543,-6316129,-6316129,-7434610,-6908266,-7763575,-8816263,-8618884,-8750470,-8684677,-6908266,-6974059,-6908266,-7303024,-7303024,-7303024,-7368817,-7434610,-7368817,-7171438,-7039852,-6974059,-6974059,-7368817,-7368817,-7368817,-7434610,-7434610,-7434610,-7237231,-7105645,-7303024,-7303024,2
1007,'2018/08/22 10:57:04:166',6,-6908266,-6974059,-7039852,-7039852,-6974059,-6974059,-7039852,-7105645,-6842473,-6908266,-7105645,-7105645,-7105645,-7105645,-7039852,-6974059,-6974059,-7039852,-6974059,-6974059,-7105645,-7105645,-7105645,-7039852,-6974059,-6974059,-6908266,-6908266,-7105645,-7105645,-6974059,-6974059,-6974059,-6842473,-6710887,-6710887,-6842473,-6974059,-7105645,-7039852,-6974059,-7039852,-7039852,-6842473,-6513508,-6513508,-6776680,-7039852,-7039852,-6974059,-7171438,-7303024,-7237231,-7039852,-6710887,-6645094,-6842473,-7105645,-7039852,-7039852,-7303024,-7303024,-7303024,-7237231,-7171438,-7105645,-7171438,-7237231,-7171438,-7171438,-7237231,-7171438,-7237231,-7368817,-7500403,-7500403,-7434610,-7303024,-7303024,-7368817,-7368817,-7105645,-7368817,-7368817,-7368817,-7434610,-7105645,-7303024,-7171438,-7171438,-7368817,-7105645,-7368817,-7368817,-7368817,-7434610,-7105645,-7237231,-7368817,-7368817,2
1008,'2018/08/22 10:57:04:183',6,-6316129,-6447715,-6184543,-6250336,-6316129,-5987164,-5921371,-6052957,-5921371,-5921371,-5921371,-6052957,-5658199,-5526613,-5592406,-5526613,-5460820,-5263441,-5921371,-5921371,-5789785,-6250336,-6316129,-6974059,-7631989,-7829368,-7763575,-7105645,-6776680,-6776680,-7171438,-7303024,-7303024,-8421505,-9013642,-8684677,-8355712,-7303024,-6645094,-6645094,-7368817,-7171438,-7434610,-9671572,-10855846,-10592674,-10658467,-9737365,-7237231,-7237231,-7500403,-7237231,-7829368,-10790053,-12105913,-11513776,-11513776,-10329502,-7237231,-7237231,-7763575,-7566196,-8092540,-11184811,-12369085,-11711155,-11711155,-10197916,-7368817,-7368817,-8092540,-7631989,-7631989,-10000537,-10987432,-10724260,-11053225,-9474193,-7500403,-7500403,-7829368,-7829368,-8092540,-9145228,-9868951,-9934744,-9605779,-8553091,-7829368,-7829368,-8289919,-8158333,-8158333,-8816263,-9145228,-9079435,-8882056,-8092540,-8092540,-8092540,2
1009,'2018/08/22 10:57:04:200',6,-7763575,-7237231,-7566196,-7368817,-7237231,-7303024,-6974059,-7171438,-6908266,-7105645,-7829368,-7368817,-7566196,-7434610,-7631989,-7829368,-7368817,-7434610,-7105645,-7171438,-7697782,-7434610,-7368817,-7434610,-8092540,-8355712,-7763575,-7566196,-7303024,-7368817,-7566196,-7566196,-7500403,-7763575,-8618884,-8816263,-8224126,-7895161,-7368817,-7434610,-7697782,-7763575,-7895161,-8618884,-9342607,-9408400,-8947849,-8487298,-7500403,-7434610,-7829368,-7763575,-8224126,-9539986,-10066330,-9934744,-9803158,-9145228,-7960954,-7763575,-8026747,-7631989,-8421505,-10461088,-10855846,-10658467,-10790053,-9868951,-8289919,-8026747,-8355712,-7631989,-8684677,-11119018,-11513776,-11316397,-11579569,-10461088,-8224126,-7960954,-8158333,-8224126,-8882056,-11711155,-12105913,-11974327,-11908534,-10329502,-8026747,-8026747,-8289919,-8355712,-9079435,-11974327,-12434878,-12369085,-12369085,-10724260,-8289919,-8289919,2
1010,'2018/08/22 10:57:04:217',6,-8487298,-8750470,-8553091,-8224126,-8158333,-7960954,-7631989,-7434610,-7500403,-7105645,-9211021,-8816263,-8421505,-8224126,-8026747,-7960954,-7763575,-7566196,-7500403,-7105645,-9408400,-9013642,-9145228,-9408400,-9013642,-8684677,-8355712,-7829368,-7763575,-7368817,-9013642,-8947849,-9868951,-10592674,-10395295,-10132123,-9539986,-8487298,-7631989,-7368817,-9408400,-9342607,-10197916,-11119018,-11447983,-11579569,-10855846,-9342607,-8158333,-7895161,-9474193,-9211021,-9737365,-10658467,-11250604,-11316397,-10395295,-8882056,-8289919,-7829368,-10197916,-10066330,-10461088,-11316397,-11711155,-11513776,-11250604,-11250604,-12369085,-11447983,-10000537,-10000537,-10461088,-11119018,-11250604,-11119018,-12369085,-14277082,-11382190,-10066330,-8487298,-9803158,-10461088,-10724260,-10658467,-11184811,-13158601,-11711155,-11711155,-10132123,-11250604,-10658467,-10658467,-11184811,-10724260,-10526881,-13553359,-15395563,-15592942,-13750738,2
1011,'2018/08/22 10:57:04:233',6,-7237231,-7105645,-6908266,-6645094,-6579301,-6513508,-6381922,-6184543,-6184543,-6184543,-7500403,-7500403,-7368817,-7237231,-7105645,-7039852,-6710887,-6381922,-6513508,-6447715,-12895429,-12303292,-11579569,-10724260,-9868951,-9276814,-8750470,-8158333,-7171438,-7105645,-13092808,-12829636,-12895429,-13158601,-13224394,-13553359,-13684945,-13224394,-14079703,-14079703,-8421505,-8553091,-9474193,-10395295,-10526881,-10592674,-10132123,-9013642,-7500403,-7434610,-8816263,-8882056,-10000537,-10921639,-10724260,-10461088,-9671572,-8158333,-7500403,-7434610,-8947849,-8618884,-9539986,-10329502,-10329502,-10526881,-10197916,-8947849,-7566196,-7434610,-9408400,-8750470,-9276814,-9803158,-9474193,-9671572,-9474193,-8158333,-7763575,-7697782,-9474193,-8816263,-9079435,-8947849,-9276814,-8750470,-8158333,-7960954,-8026747,-7631989,-9605779,-8947849,-9211021,-9145228,-9539986,-9013642,-8487298,-8289919,-8092540,-7697782,2
1012,'2018/08/22 10:57:04:250',6,-6710887,-6513508,-6250336,-5855578,-5921371,-5921371,-5526613,-5658199,-5329234,-5263441,-6842473,-6645094,-6381922,-6118750,-6184543,-6118750,-5723992,-5658199,-5460820,-5395027,-6842473,-6645094,-6513508,-6645094,-6908266,-6776680,-6381922,-5921371,-5658199,-5592406,-7105645,-6908266,-6842473,-7566196,-8092540,-7895161,-7303024,-6250336,-5789785,-5723992,-7368817,-7105645,-7171438,-8355712,-9079435,-8882056,-8092540,-6447715,-5855578,-5789785,-7303024,-7039852,-7105645,-8553091,-9408400,-9211021,-8684677,-6776680,-6052957,-5987164,-7960954,-7631989,-7500403,-8816263,-9342607,-9145228,-8882056,-7039852,-6381922,-6316129,-9276814,-8816263,-8421505,-9342607,-9342607,-8947849,-8882056,-7105645,-6579301,-6513508,-13948117,-14342875,-14079703,-14211289,-14342875,-14079703,-14211289,-14211289,-14079703,-14474461,-9211021,-9276814,-8618884,-8355712,-8487298,-8684677,-9408400,-9868951,-11119018,-11645362,2
1013,'2018/08/22 10:57:04:267',6,-6381922,-6381922,-6381922,-6052957,-6052957,-5855578,-5395027,-5592406,-5329234,-5329234,-6513508,-6447715,-6316129,-6052957,-6052957,-5921371,-5592406,-5592406,-5460820,-5395027,-6776680,-6645094,-6513508,-6513508,-6645094,-6513508,-6184543,-5855578,-5592406,-5592406,-7105645,-6908266,-6776680,-7368817,-7829368,-7697782,-7237231,-6316129,-5789785,-5789785,-7237231,-6974059,-7039852,-8158333,-8947849,-8816263,-8092540,-6579301,-5921371,-5855578,-7368817,-7105645,-7105645,-8553091,-9342607,-9211021,-8618884,-6710887,-5987164,-5921371,-7829368,-7500403,-7368817,-8750470,-9276814,-9079435,-8816263,-6908266,-6184543,-6118750,-8355712,-7960954,-7631989,-8816263,-9079435,-8882056,-8947849,-7237231,-6381922,-6316129,-14079703,-14408668,-14277082,-14342875,-14079703,-13421773,-12632257,-11579569,-9803158,-9013642,-10329502,-10987432,-11316397,-11908534,-12500671,-12763843,-13092808,-12763843,-13750738,-13421773,2
1014,'2018/08/22 10:57:04:283',6,-5460820,-5789785,-5395027,-5395027,-5460820,-5000269,-4934476,-4802890,-5000269,-4802890,-5658199,-5789785,-5329234,-5263441,-5263441,-4934476,-4868683,-4737097,-4605511,-4408132,-5789785,-5789785,-5395027,-5395027,-5395027,-5131855,-5131855,-4802890,-4737097,-4539718,-5855578,-5789785,-5658199,-5987164,-6052957,-5855578,-5855578,-5329234,-4802890,-4605511,-5855578,-5855578,-6052957,-6776680,-6908266,-6842473,-6710887,-5921371,-5000269,-4737097,-5921371,-5855578,-6316129,-7237231,-7500403,-7434610,-7303024,-6250336,-5197648,-5000269,-6118750,-5921371,-6316129,-7303024,-7434610,-7434610,-7303024,-6052957,-5066062,-4868683,-6316129,-5921371,-6250336,-7171438,-7237231,-7171438,-7105645,-5789785,-5395027,-5197648,-6381922,-6316129,-6316129,-6447715,-6579301,-6447715,-6052957,-5723992,-5131855,-5131855,-6316129,-6184543,-6118750,-6118750,-6118750,-5987164,-5658199,-5395027,-5263441,-5263441,2
1015,'2018/08/22 10:57:04:300',6,-5197648,-5263441,-5000269,-5000269,-4802890,-4408132,-4473925,-4276546,-4013374,-3881788,-5197648,-5263441,-4934476,-5000269,-4737097,-4408132,-4539718,-4276546,-4144960,-4013374,-5329234,-5329234,-5066062,-5131855,-4868683,-4671304,-4868683,-4473925,-4276546,-4079167,-5460820,-5395027,-5329234,-5592406,-5329234,-5263441,-5460820,-4868683,-4342339,-4144960,-5526613,-5460820,-5592406,-5987164,-5789785,-5855578,-6052957,-5197648,-4342339,-4210753,-5460820,-5329234,-5658199,-6184543,-5987164,-6052957,-6250336,-5197648,-4408132,-4210753,-5526613,-5329234,-5658199,-6184543,-5855578,-6052957,-6250336,-5000269,-4408132,-4276546,-5658199,-5329234,-5658199,-6118750,-5723992,-5987164,-6184543,-4868683,-4473925,-4342339,-5658199,-5197648,-5395027,-5395027,-5395027,-5592406,-5131855,-4802890,-4473925,-4539718,-5789785,-5329234,-5526613,-5395027,-5263441,-5329234,-4934476,-4671304,-4605511,-4671304,2
1016,'2018/08/22 10:57:04:317',6,-5395027,-5329234,-5066062,-5197648,-5066062,-4934476,-5000269,-4408132,-4342339,-4342339,-5592406,-5526613,-5263441,-5329234,-4934476,-4605511,-4737097,-4408132,-4342339,-4276546,-5395027,-5329234,-5263441,-5460820,-5000269,-4605511,-5000269,-4934476,-4539718,-4408132,-5197648,-5131855,-5197648,-5658199,-5460820,-5131855,-5592406,-5658199,-4342339,-4144960,-5395027,-5263441,-5263441,-5921371,-5921371,-5592406,-5921371,-5789785,-4408132,-4210753,-5460820,-5329234,-5263441,-5921371,-5987164,-5855578,-5987164,-5658199,-4473925,-4276546,-5329234,-5263441,-5197648,-5658199,-5723992,-5658199,-5855578,-5395027,-4210753,-4013374,-5395027,-5460820,-5263441,-5395027,-5329234,-5263441,-5460820,-4934476,-4473925,-4276546,-5658199,-5263441,-5329234,-4868683,-5000269,-4737097,-4868683,-4276546,-4210753,-4210753,-5592406,-5263441,-5329234,-4934476,-5000269,-4802890,-4802890,-4276546,-4342339,-4342339,2
1017,'2018/08/22 10:57:04:333',6,-7039852,-7039852,-7039852,-7039852,-6974059,-6908266,-6908266,-7105645,-6842473,-6842473,-7105645,-7039852,-7039852,-7105645,-7039852,-6908266,-6974059,-7105645,-7039852,-7039852,-7171438,-7105645,-7105645,-7105645,-6974059,-6842473,-6908266,-7039852,-7171438,-7171438,-7105645,-7171438,-7237231,-7105645,-6842473,-6645094,-6710887,-6974059,-7237231,-7237231,-7039852,-7171438,-7303024,-7171438,-6776680,-6513508,-6645094,-6974059,-7237231,-7237231,-7171438,-7237231,-7303024,-7237231,-6974059,-6710887,-6842473,-7105645,-7237231,-7237231,-7368817,-7237231,-7171438,-7303024,-7303024,-7237231,-7237231,-7303024,-7237231,-7237231,-7566196,-7303024,-7105645,-7303024,-7631989,-7697782,-7566196,-7434610,-7171438,-7171438,-7303024,-7368817,-7105645,-7368817,-7500403,-7434610,-7566196,-7303024,-7303024,-7303024,-7368817,-7434610,-7171438,-7368817,-7500403,-7368817,-7500403,-7237231,-7303024,-7303024,2
1018,'2018/08/22 10:57:04:360',6,-5526613,-5723992,-5329234,-5460820,-5395027,-4868683,-4868683,-4868683,-4868683,-4737097,-5592406,-5592406,-5263441,-5395027,-5197648,-4802890,-4934476,-4802890,-4539718,-4408132,-5658199,-5395027,-5263441,-5395027,-5066062,-4868683,-5197648,-4802890,-4737097,-4539718,-5723992,-5329234,-5329234,-5723992,-5329234,-5329234,-5789785,-5131855,-4539718,-4342339,-5658199,-5395027,-5526613,-6052957,-5789785,-5921371,-6250336,-5526613,-4408132,-4276546,-5460820,-5460820,-5526613,-5987164,-6052957,-6052957,-6250336,-5460820,-4605511,-4473925,-5329234,-5460820,-5329234,-5658199,-5855578,-5789785,-5658199,-5000269,-4276546,-4144960,-5197648,-5460820,-5131855,-5263441,-5592406,-5395027,-5066062,-4539718,-4144960,-3947581,-5460820,-5131855,-5197648,-4934476,-4868683,-4737097,-4342339,-4408132,-4079167,-4079167,-5460820,-5066062,-5131855,-4934476,-4802890,-4671304,-4276546,-4342339,-4079167,-4079167,2
